School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Geocode,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
2016 - 17,Newcomers High School,Q555,Q,30,1556,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,2,714,BENJAMIN CARDOZO HS,Business Technology Early College High School |  Martin Van Buren High School |  230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,3,6,18,2,7,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,"28 01 41 AVENUE\n(32.801492, -79.759546)",11101,40.751356,-73.937445,1,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City
2016 - 17,P.S. 179,X179,X,7,153,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,509,PS 277X,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"468 EAST 140 STREET\n(42.257425, -72.651664)",10454,40.809534,-73.919903,1,8,39,2000308,2022840034,Mott Haven-Port Morris
2016 - 17,University Heights Secondary School,X495,X,7,774,,1,321,ADLAI E. STEVENSON HS,"Bronx School for Law, Government and Justice",0,2,13,1,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"701 ST ANNS AVENUE\n(40.817928, -73.911156)",10455,40.81825,-73.91103,1,17,71,2001153,2023590240,Melrose South-Mott Haven North
2016 - 17,Fordham High School for the Arts,X437,X,10,605,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,336,EVANDER CHILDS HS,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"500 EAST FORDHAM ROAD\n(40.859933, -73.888168)",10458,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont
2016 - 17,Paula Hedbavny School,M278,M,6,231,,1,655,HS FOR LEADERSHIP & PUBLIC SERVICE,Harlem Renaissance High School,0,1,1,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"421 W 219TH ST\n(40.871418, -73.912625)",10034,40.871245,-73.912141,12,10,299,1064704,1022150831,Marble Hill-Inwood
2016 - 17,Bronx International High School,X403,X,9,945,,1,NaN,#N/A,In-Tech Academy (M.S. / High School 368) | 2975 Tibbett Avenue,1,3,5,4,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"1110 BOSTON ROAD\n(38.804038, -76.895548)",10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose
2016 - 17,P.S. 038 Rosedale,Q038,Q,29,680,,1,764,PS 029Q,P.S. 035 Nathaniel Woodhull,0,1,0,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,"135 21 241 STREET\n(40.800981, -81.50983)",11422,40.671561,-73.734043,13,31,638,4284236,4132220001,Rosedale
2016 - 17,P.S. 094 David D. Porter,Q094,Q,26,855,,1,779,PS 084Q,P.S. 090 Horace Mann,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"41 77 LITTLE NECK PARK\n(40.771078, -73.739162)",11363,40.771186,-73.739252,11,19,1479,4169468,4081350029,Douglas Manor-Douglaston-Little Neck
2016 - 17,P.S. 166 Henry Gradstein,Q166,Q,30,681,,1,739,JHS 157Q,P.S. 163 Flushing Heights,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"33 09 35 AVENUE\n(32.796475, -79.765827)",11106,40.757309,-73.926733,1,26,57,4008220,4006100001,Astoria
2016 - 17,New Explorers High School,X547,X,7,552,,1,1390,Good Shepherd Alternate Learning Center,P.S. X721 - Stephen McSweeney School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"730 CONCOURSE VILLAGE WEST\n(40.822117, -73.923948)",10451,40.82231,-73.923829,4,17,61,2103486,2024430078,East Concourse-Concourse Village
2016 - 17,P.S. 057 Crescent,X057,X,12,702,,2,477,PS 046X,P.S. 055 Benjamin Franklin I Success Academy Charter School - Bronx 2 | 450 Saint Paul's Place,0,0,5,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"2111 CROTONA AVENUE\n(40.848536, -73.888506)",10457,40.848472,-73.888561,6,15,373,2012359,2030810026,East Tremont
2016 - 17,P.S. 100 Isaac Clason,X100,X,8,344,1619 BOSTON ROAD CONSOLIDATED LOCATION,3,428,CS 090X,J.H.S. 098 Herman Ridder |  Explorations Academy  |    Bronx Envision Academy |  1619 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"800 TAYLOR AVENUE\n(37.957431, -87.55232)",10473,40.821409,-73.862976,9,18,42,2022550,2036410001,Soundview-Castle Hill-Clason Point-Harding Park
2016 - 17,Jonas Bronck Academy,X228,X,10,1151,1501 JEROME AVENUE CONSOLIDATED LOCATION,2,409,PS 198X,Comprehensive Model School Project M.S. 327 |  Mount Eden Children's Academy |  1501 JEROME AVENUE CONSOLIDATED LOCATION,0,0,3,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"400 EAST FORDHAM ROAD\n(40.861461, -73.891067)",10458,40.861668,-73.891337,6,15,38302,2116415,2030337501,Fordham South
2016 - 17,P.S. X811,X811,X,12,320,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,1056,PS 195X,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"1434 LONGFELLOW AVENUE\n(42.267498, -84.437624)",10459,40.830589,-73.887587,3,17,123,2010910,2030070008,Crotona Park East
2016 - 17,Crotona Academy High School,X321,X,7,NaN,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,4,NaN,#N/A,Hospital Schools - Brooklyn|  Hospital Schools|  Hospital Schools - Bronx|  Home Instruction - Bronx|  3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,"639 ST ANNS AVENUE\n(40.816864, -73.911601)",10455,40.816532,-73.911747,1,17,71,2115801,2023590100,Melrose South-Mott Haven North
2016 - 17,Queens Collegiate: A College Board School,Q310,Q,28,450,8-21 BAY 25 STREET CONSOLIDATED LOCATION,4,711,ARTS & BUSINESS HS,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"167 01 GOTHIC DRIVE\n(40.71355, -73.79651)",11432,40.713218,-73.797237,8,24,452,4448806,4098580100,Briarwood-Jamaica Hills
2016 - 17,Manhattan Comprehensive Night and Day High School,M575,M,2,616,16 CLARKSON STREET STREET CONSOLIDATED LOCATION,3,656,HS GRAPHIC COMM. ARTS,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,1,0,4,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"240 2 AVENUE\n(41.933673, -73.981004)",10003,40.732716,-73.984665,6,2,48,1020416,1009210064,Gramercy
2016 - 17,P.S. 159,Q159,Q,26,519,229-02 137 AVENUE CONSOLIDATED LOCATION,2,804,PS 150Q,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,0,1,4,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"205 01 33 AVENUE\n(40.769447, -73.783629)",11361,40.76936,-73.783943,11,19,1099,4134525,4060380013,Bayside-Bayside Hills
2016 - 17,I.S. 059 Springfield Gardens,Q059,Q,29,522,,1,1216,PS 51Q,P.S. 055 Maure | 131-10 97 Avenue,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"132 55 RIDGEDALE STREET\n(31.621885, -95.576186)",11413,40.68173,-73.753429,12,27,352,4274083,4127230076,St. Albans
2016 - 17,P.S. 110 Theodore Schoenfeld,X110,X,9,596,,1,413,PS/MS 101X,P.S. 108 Philip J. Abinanti | 1166 Neill Avenue,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"580 CROTONA PARK SOUTH\n(40.835194, -73.900339)",10456,40.835286,-73.900751,3,16,149,2009718,2029320001,Morrisania-Melrose
2016 - 17,Excelsior Preparatory High School,Q265,Q,29,1502,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,842,AUGUST MARTIN HS,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,2,6,15,4,3,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,"143 10 SPRINGFIELD BOULEVARD\n(32.906697, -83.72483)",11413,40.668235,-73.756839,12,31,330,4280845,4130570056,Springfield Gardens North
2016 - 17,Hawtree Creek Middle School,Q297,Q,27,230,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,951,PS 215Q,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"121 10 ROCKAWAY BOULEVARD\n(33.459605, -86.805314)",11420,40.675771,-73.816938,10,28,840,4253607,4117140100,South Ozone Park
2016 - 17,P.S. 134 Hollis,Q134,Q,29,386,,1,730,IS 125Q,P.S. 132 Ralph Bunche,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"203 02 109 AVENUE\n(40.61653, -73.97323)",11412,40.70799,-73.755269,12,27,508,4440330,4109060001,Hollis
2016 - 17,1-50 51ST AVENUE CONSOLIDATED LOCATION,Q404,Q,30,311,1-50 51ST AVENUE CONSOLIDATED LOCATION,3,NaN,#N/A,The Riverview School |  Hunters Point Community Middle School |  Academy for Careers in Television and Film |  1-50 51ST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"1 50 51ST AVENUE\n(40.742983, -73.95923)",11101,40.742956,-73.959196,2,26,1,4538588,4000060008,Hunters Point-Sunnyside-West Maspeth
2016 - 17,PS 80  The Thurgood Marshall Magnet School of Mult,Q080,Q,28,543,,1,774,PS 071Q,Robert E. Peary School,0,2,0,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,"171 05 137TH AVENUE\n(40.672879, -73.768994)",11434,40.67282,-73.769252,12,28,33402,4270056,4124950166,Springfield Gardens North
2016 - 17,Health Opportunities High School,X670,X,7,483,,1,479,PS 051X,Fannie Lou Hamer Freedom High School | 1021 Jennings Street,0,2,4,2,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"350 GERARD AVENUE\n(40.069997, -75.126417)",10451,40.815938,-73.930386,1,8,63,2001027,2023440096,West Concourse
2016 - 17,Renaissance High School for Musical Theater & Tech,X293,X,8,164,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,1382,Academy for Scholarship & Entrepreneurship:A College Board School,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"3000 EAST TREMONT AVENUE\n(40.840314, -73.837651)",10461,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park
2016 - 17,City Knoll Middle School,M339,M,2,551,,1,703,REPERTORY HS,Paula Hedbavny School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"425 WEST 33RD STREET\n(40.530007, -85.666584)",10001,40.753091,-73.99764,4,3,103,1012851,1007310054,Hudson Yards-Chelsea-Flatiron-Union Square
2016 - 17,P.S. 246 Poe Center,X246,X,10,488,,1,436,GRACE H. DODGE HS,P.S. 226,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"2641 GRAND\n(40.865766, -73.894841)",10468,40.865593,-73.894758,7,14,401,2013830,2031680027,Bedford Park-Fordham North
2016 - 17,Frederick Douglass Academy III Secondary School,X517,X,9,976,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,354,MS 144X,Kappa |  I.S. 219 New Venture School |  Frederick Douglass Academy III Secondary School |  3630 THIRD AVENUE CONSOLIDATED LOCATION,1,5,9,3,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"3630 THIRD AVENUE\n(32.743881, -117.162717)",10456,40.833511,-73.90449,3,16,14701,2009611,2029250001,Claremont-Bathgate
2016 - 17,J.H.S. 226 Virgil I. Grissom,Q226,Q,27,491,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,951,PS 215Q,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"121 10 ROCKAWAY BOULEVARD\n(33.459605, -86.805314)",11420,40.675771,-73.816938,10,28,840,4253607,4117140100,South Ozone Park
2016 - 17,Pan American International High School,Q296,Q,24,1587,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,1426,Queens Metropolitan H.S.,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,1,1,3,1,1,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,"45 10 94TH STREET\n(40.743357, -73.870547)",11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst
2016 - 17,900 TINTON AVENUE CONSOLIDATED LOCATION,X650,X,8,1197,333 EAST 151 STREET CONSOLIDATED LOCATION,4,448,JOHN F. KENNEDY HS,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,1,8,14,5,4,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"900 TINTON AVENUE\n(40.821882, -73.903489)",10456,40.821675,-73.903546,3,17,133,2004807,2026680001,Morrisania-Melrose
2016 - 17,48-01 90 STREET CONSOLIDATED LOCATION,Q455,Q,24,2090,,1,717,FRANCIS LEWIS HS,Long Island City High School,0,9,9,0,7,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,"48 01 90 STREET\n(36.935458, -76.316896)",11373,40.741122,-73.874721,4,25,461,4045629,4018490001,Elmhurst
2016 - 17,P.S. 018 Winchester,Q018,Q,26,573,28-37 29 STREET CONSOLIDATED LOCATION,2,723,IS 010Q,P.S. 017 Henry David Thoreau|  The 30th Avenue School (G&T Citywide)|  28-37 29 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"86 35 235 COURT\n(40.731922, -73.732581)",11427,40.732112,-73.73246,13,23,1621,4166561,4079550002,Bellerose
2016 - 17,455 SOUTHERN BLVD CONSOLIDATED LOCATION,X655,X,7,476,455 SOUTHERN BLVD CONSOLIDATED LOCATION,4,448,JOHN F. KENNEDY HS,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"455 SOUTHERN BLVD\n(40.808756, -73.907659)",10455,40.810803,-73.907015,1,8,35,2003883,2025760026,Mott Haven-Port Morris
2016 - 17,Young Women's Leadership School of the Bronx,X568,X,9,266,977 FOX STREET CONSOLIDATED LOCATION,3,394,PS 112X,School of Performing Arts | Entrada Academy | South Bronx Classical Charter School | 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"1865 MORRIS AVENUE\n(42.264653, -83.183193)",10453,40.848516,-73.908427,5,14,23301,2007902,2028270001,Mount Hope
2016 - 17,BUSINESS OF SPORTS SCHOOL,M393,M,2,2025,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,531,AP RANDOLPH HS,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,1,5,9,3,1,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,"439 WEST 49TH STREET\n(31.510874, -100.46673)",10019,40.76337,-73.990593,4,3,127,1026646,1010590015,Clinton
2016 - 17,2474 CROTONA AVENUE CONSOLIDATED LOCATION,X660,X,10,436,2474 CROTONA AVENUE CONSOLIDATED LOCATION,3,417,ALFRED E. SMITH HS,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology | 2474 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"2474 CROTONA AVENUE\n(40.855858, -73.882656)",10458,40.855698,-73.882715,6,15,393,2012887,2031040007,Belmont
2016 - 17,P.S. 067 Mohegan School,X067,X,12,706,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,374,PS 061X,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"2024 MOHEGAN AVENUE\n(40.844051, -73.884721)",10460,40.843945,-73.884788,6,17,363,2013142,2031230003,East Tremont
2016 - 17,345 BROOK AVENUE CONSOLIDATED LOCATION,X139,X,7,615,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,350,JHS 131X,Theatre Arts Production Company School |  The Angelo Patri Middle School |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"345 BROOK AVENUE\n(40.63064, -74.417304)",10454,40.81004,-73.917792,1,8,41,2000391,2022860036,Mott Haven-Port Morris
2016 - 17,PS/MS 11X498 - VAN NEST ACADEMY,X498,X,11,539,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,321,ADLAI E. STEVENSON HS,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"1640 BRONXDALE AVE\n(40.844415, -73.857978)",10462,40.84473,-73.858207,11,13,244,2116414,2040910001,Van Nest-Morris Park-Westchester Square
2016 - 17,Hospital Schools,M401,X,8,400,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,1,503,PS 207X,Luisa Pineiro Fuentes School of Science and Discov,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"3450 EAST TREMONT AVENUE\n(40.831981, -73.827352)",10465,40.832117,-73.82749,10,13,166,2079386,2055310021,Schuylerville-Throgs Neck-Edgewater Park
2016 - 17,Queens Transition Center,Q752,Q,28,773,,1,924,PS 133Q,P.S. 139 Rego Park,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"142 10 LINDEN BOULEVARD\n(40.652437, -73.953579)",11436,40.684142,-73.801479,12,28,192,4259200,4119720070,Baisley Park
2016 - 17,I.S. 024 Myra S. Barnes,R024,R,31,380,,1,987,PS 013R,P.S. 21 Margaret Emery-Elm Park,0,2,0,1,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"225 CLEVELAND AVENUE\n(42.437451, -76.507769)",10308,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills
2016 - 17,P.S. 723,X723,X,11,341,2474 CROTONA AVENUE CONSOLIDATED LOCATION,3,417,ALFRED E. SMITH HS,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology | 2474 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"3540 BIVONA STREET\n(40.88325, -73.833305)",10475,40.883026,-73.833227,12,12,46202,2093879,2052630070,Co-op City
2016 - 17,Benjamin N. Cardozo High School,Q415,Q,26,328,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,842,AUGUST MARTIN HS,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"57 00 223RD STREET\n(41.769479, -91.354418)",11364,40.752333,-73.75599,11,23,138501,4161735,4075290001,Oakland Gardens
2016 - 17,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,K117,K,13,456,1440 STORY AVENUE CONSOLIDATED LOCATION,2,437,HEALTH OPPORTUNITIES HS,Felisa Rincon de Gautier Institute for Law and Pub |  Bronx Arena High School |  1440 STORY AVENUE CONSOLIDATED LOCATION,1,3,23,0,4,3C,251-500,0.27,0.9,1.67,0.63,0.44,"300 WILLOUGHBY AVENUE\n(58.300349, -134.411862)",11205,40.692642,-73.958794,3,33,235,3055165,3019260010,Clinton Hill
2016 - 17,Urban Assembly School for Wildlife Conservation,X372,X,12,272,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,374,PS 061X,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"2024 MOHEGAN AVENUE\n(40.844051, -73.884721)",10460,40.843945,-73.884788,6,17,363,2013142,2031230003,East Tremont
2016 - 17,Baychester Middle School,X532,X,11,979,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3,459,MS 391X,Bronx Alliance Middle School |  One World Middle School at Edenwald |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,1,3,9,2,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"3750 BAYCHESTER AVENUE\n(40.885522, -73.840784)",10466,40.884953,-73.840524,12,12,484,2066190,2049350001,Eastchester-Edenwald-Baychester
2016 - 17,P.S. 034 John Harvard,Q034,Q,29,556,,1,724,IS 025Q,P.S. 031 Bayside,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"104 12 SPRINGFIELD BOULEVARD\n(32.904527, -83.723823)",11429,40.711753,-73.736624,13,27,582,4240503,4111510081,Queens Village
2016 - 17,P.S. 138 Samuel Randall,X138,X,8,1143,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,350,JHS 131X,Theatre Arts Production Company School |  The Angelo Patri Middle School |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION,0,5,11,4,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"2060 LAFAYETTE AVENUE\n(39.507792, -87.386155)",10473,40.822665,-73.853366,9,18,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park
2016 - 17,P.S. X037 - Multiple Intelligence School,X037,X,10,470,,1,468,PS 025X,1,1,1,0,1,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,"360 WEST 230 STREET\n(42.581773, -72.008743)",10463,40.880263,-73.910466,8,11,29302,2097990,2057160725,Spuyten Duyvil-Kingsbridge
2016 - 17,Mott Hall Bronx High School,X252,X,9,150,3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,4,NaN,#N/A,Hospital Schools - Brooklyn|  Hospital Schools|  Hospital Schools - Bronx|  Home Instruction - Bronx|  3450 EAST TREMONT AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,,,,,,,,"1595 BATHGATE AVENUE\n(40.839307, -73.901283)",10457,40.839244,-73.901316,3,16,167,2009555,2029130001,Claremont-Bathgate
2016 - 17,University Prep Charter High School,X393,X,7,509,628 TINTON AVENUE CONSOLIDATED LOCATION,2,496,PS 156X,P.S. 161 Ponce De Leon|P17@IS184(XW)|628 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"600 SAINT ANN'S AVENUE\n(29.895006, -90.124169)",10455,40.815498,-73.91224,1,17,73,2004314,2026160001,Melrose South-Mott Haven North
2016 - 17,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,X095,X,10,358,,2,489,PS 085X,P.S. 093 Albert G. Oliver | 1535 Story Avenue,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"3961 HILLMAN AVENUE\n(40.882879, -73.891249)",10463,40.882898,-73.891256,8,11,281,2015472,2032520182,Van Cortlandt Village
2016 - 17,1595 BATHGATE AVENUE CONSOLIDATED LOCATION,X970,X,9,635,1595 BATHGATE AVENUE CONSOLIDATED LOCATION,3,337,FANNIE LOU HAMMER HS,Urban Assembly School for Applied Math and Science |  Mott Hall Bronx High School |  Validus Preparatory Academy: An Expeditionary Lear |  1595 BATHGATE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"1595 BATHGATE AVENUE\n(40.839307, -73.901283)",10457,40.839244,-73.901316,3,16,167,2009555,2029130001,Claremont-Bathgate
2016 - 17,RICHMOND HILL HS ANNEX(QS),Q475,Q,27,523,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,715,FLUSHING HS,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"89 30 114 STREET\n(41.075132, -72.342417)",11418,40.695888,-73.833681,9,28,124,4195688,4093210001,Richmond Hill
2016 - 17,P.S. 156 Laurelton,Q156,Q,29,1269,,1,931,PS 147Q,P.S. 153 Maspeth Elem,0,0,0,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"229 02 137 AVENUE\n(40.83246, -73.0758)",11413,40.673069,-73.743173,13,31,646,4283015,4131700012,Laurelton
2016 - 17,Urban Institute of Mathematics,X371,X,8,395,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,344,IS 181X,Cornerstone Academy for Social Action |  Cornerstone Academy for Social Action Middle Schoo |  3441 STEENWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"650 HOLLYWOOD AVENUE\n(40.826596, -73.818473)",10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park
