ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
529,K445,20K445,New Utrecht High School,K445,1601 80 STREET,K,20,3553,,2,New Utrecht High School | NEW UTRECHT EVENING HS M/W(BS),0,5,21,0,2,12C,3001-4000,1.13,8.47,15.33,3.80,3.07
530,K450,14K474,PROGRESS High School for Professional Careers,K474,850 GRAND STREET,K,14,949,850 GRAND STREET CONSOLIDATED LOCATION,3,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
531,K450,14K477,School for Legal Studies,K477,850 GRAND STREET,K,14,509,850 GRAND STREET CONSOLIDATED LOCATION,3,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
532,K450,14K478,"The High School for Enterprise, Business and Techn",K478,850 GRAND STREET,K,14,913,850 GRAND STREET CONSOLIDATED LOCATION,3,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
533,K450,,850 GRAND STREET CONSOLIDATED LOCATION,,850 GRAND STREET,K,14,2371,850 GRAND STREET CONSOLIDATED LOCATION,3,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",6,14,84,11,7,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
534,K455,16K455,Boys and Girls High School,K455,1700 FULTON STREET,K,16,383,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
535,K455,16K669,Research and Service High School,K669,1700 FULTON STREET,K,16,262,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
536,K455,16K765,Nelson Mandela High School,K765,1700 FULTON STREET,K,16,212,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
537,K455,16K959,BOYS AND GIRLS YABC,K959,1700 FULTON STREET,K,16,NaN,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
538,K455,,1700 FULTON STREET CONSOLIDATED LOCATION,,1700 FULTON STREET,K,16,857,1700 FULTON STREET CONSOLIDATED LOCATION,4,Boys and Girls High School |  Research and Service High School |  BOYS AND GIRLS YABC | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,4,7,13,5,4,5C,751-1000,0.38,1.71,2.38,0.98,0.82
539,K458,13K553,Brooklyn Academy High School,K553,832 MARCY AVENUE,K,13,163,832 MARCY AVENUE CONSOLIDATED LOCATION,4,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
540,K458,13K575,Bedford Stuyvesant Preparatory High School,K575,832 MARCY AVENUE,K,13,152,832 MARCY AVENUE CONSOLIDATED LOCATION,4,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
541,K458,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School,K648,832 MARCY AVENUE,K,13,476,832 MARCY AVENUE CONSOLIDATED LOCATION,4,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
542,K458,84K710,Brownsville Collegiate Charter School,K710,832 MARCY AVENUE,K,13,476,832 MARCY AVENUE CONSOLIDATED LOCATION,4,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
543,K458,,832 MARCY AVENUE CONSOLIDATED LOCATION,,832 MARCY AVENUE,K,13,1267,832 MARCY AVENUE CONSOLIDATED LOCATION,4,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION,0,1,3,1,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
544,K460,15K462,Secondary School for Law,K462,237 7 AVENUE,K,15,357,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
545,K460,15K463,Secondary School for Journalism,K463,237 7 AVENUE,K,15,222,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
546,K460,15K464,Park Slope Collegiate,K464,237 7 AVENUE,K,15,523,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
547,K460,15K684,Millennium Brooklyn HS,K684,237 7 AVENUE,K,15,620,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
548,K460,,237 7 AVENUE CONSOLIDATED LOCATION,,237 7 AVENUE,K,15,1722,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION,3,12,14,7,7,8C,1501-1750,0.54,2.15,4.33,1.29,1.06
549,K465,17K382,Academy for College Preparation and Career Explora,K382,911 FLATBUSH AVENUE,K,17,451,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
550,K465,17K408,Academy of Hospitality and Tourism,K408,911 FLATBUSH AVENUE,K,17,224,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
551,K465,17K467,Erasmus Yabc,K467,911 FLATBUSH AVENUE,K,17,NaN,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
552,K465,17K537,High School for Youth and Community Development at,K537,911 FLATBUSH AVENUE,K,17,394,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
553,K465,17K539,High School for Service & Learning at Erasmus,K539,911 FLATBUSH AVENUE,K,17,412,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
554,K465,17K543,"Science, Technology and Research Early College Hig",K543,911 FLATBUSH AVENUE,K,17,526,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
555,K465,,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,,911 FLATBUSH AVENUE,K,17,2007,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",3,14,14,6,11,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
556,K470,17K531,"School for Human Rights, The",K531,600 KINGSTON AVENUE,K,17,407,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
557,K470,17K533,School for Democracy and  Leadership,K533,600 KINGSTON AVENUE,K,17,292,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
558,K470,17K546,High School for Public Service: Heroes  of Tomorro,K546,600 KINGSTON AVENUE,K,17,467,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
559,K470,17K745,Brooklyn Institute for Liberal Arts,K745,600 KINGSTON AVENUE,K,17,353,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
560,K470,,600 KINGSTON AVENUE CONSOLIDATED LOCATION,,600 KINGSTON AVENUE,K,17,1519,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",0,17,11,12,5,8C,1501-1750,0.54,2.15,4.33,1.29,1.06
561,K480,32K168,The Brooklyn School for Math and Research,K168,400 IRVING AVENUE,K,32,268,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
562,K480,32K403,Academy for Environmental Leadership,K403,400 IRVING AVENUE,K,32,309,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
563,K480,32K549,Bushwick School for Social Justice,K549,400 IRVING AVENUE,K,32,385,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
564,K480,32K552,Academy of Urban Planning,K552,400 IRVING AVENUE,K,32,227,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
565,K480,,400 IRVING AVENUE CONSOLIDATED LOCATION,,400 IRVING AVENUE,K,32,1189,400 IRVING AVENUE CONSOLIDATED LOCATION,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,0,11,26,4,5,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
566,K485,20K485,High School of  Telecommunication Arts and Technol,K485,350 67 STREET,K,20,1277,,1,High School of  Telecommunication Arts and Technol,0,2,3,1,1,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
567,K486,20K187,The Christa McAuliffe School\I.S. 187,K187,1171 65 STREET,K,20,999,,1,The Christa McAuliffe School\I.S. 187,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
568,K490,20K490,Fort Hamilton High School,K490,8301 SHORE ROAD,K,20,4408,,1,Fort Hamilton High School,1,9,10,6,3,13C,4000+,0.33,6.67,7.00,3.33,2.00
569,K495,22K495,Sheepshead Bay High School,K495,3000 AVENUE X,K,22,233,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
570,K495,22K611,Origins High School,K611,3000 AVENUE X,K,22,333,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
571,K495,22K630,Professional Pathways High School,K630,3000 AVENUE X,K,22,212,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
572,K495,84K738,New Visions Charter High School for Advanced Math,K738,3000 AVENUE X,K,22,351,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
573,K495,84K739,New Visions Charter High School for the Humanities,K739,3000 AVENUE X,K,22,332,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
574,K495,,3000 AVENUE X CONSOLIDATED LOCATION,,3000 AVENUE X,K,22,1461,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,3,5,9,4,3,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
575,K500,18K617,High School for Innovation in Advertising and Medi,K617,1600 ROCKAWAY PARKWAY,K,18,296,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,3,High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
576,K500,18K633,High School for Medical Professions,K633,1600 ROCKAWAY PARKWAY,K,18,413,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,3,High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
577,K500,18K642,Urban Action Academy,K642,1600 ROCKAWAY PARKWAY,K,18,293,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,3,High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
578,K500,,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,1600 ROCKAWAY PARKWAY,K,18,1002,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,3,High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,0,6,17,1,3,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
579,K505,20K505,Franklin Delano Roosevelt High School,K505,5800 20 AVENUE,K,20,3177,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School |  Franklin Delano Roosevelt YABC |  5800 20 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,12C,3001-4000,N/A,N/A,N/A,N/A,N/A
580,K505,20K658,Franklin Delano Roosevelt YABC,K658,5800 20 AVENUE,K,20,NaN,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School |  Franklin Delano Roosevelt YABC |  5800 20 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
581,K505,,5800 20 AVENUE CONSOLIDATED LOCATION,,5800 20 AVENUE,K,20,3177,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School |  Franklin Delano Roosevelt YABC |  5800 20 AVENUE CONSOLIDATED LOCATION,0,6,19,3,2,12C,3001-4000,1.13,8.47,15.33,3.80,3.07
582,K515,18K566,Brooklyn Generation School,K566,6565 FLATLANDS AVENUE,K,18,234,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
583,K515,18K567,Brooklyn Theatre Arts High School,K567,6565 FLATLANDS AVENUE,K,18,374,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
584,K515,18K576,Victory Collegiate High School,K576,6565 FLATLANDS AVENUE,K,18,339,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
585,K515,18K578,Brooklyn Bridge Academy,K578,6565 FLATLANDS AVENUE,K,18,219,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
586,K515,18K637,Academy for Conservation and the Environment,K637,6565 FLATLANDS AVENUE,K,18,293,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
